1hg8_A	13-142;191-328	0.57300;0.57300	TP	
1hj3_A	169-234;312-378	0.75033;0.75033	TP	
1hj5_A	169-234;312-378	0.75246;0.75246	TP	
1hm0_B	No repeats found			
1hm8_A	No repeats found			
1hm8_B	No repeats found			
1hm9_A	No repeats found			
1hm9_B	No repeats found			
1hmr_A	No repeats found			
1ho8_A	No repeats found			
1hs6_A	No repeats found			
1hu3_A	25-51;169-197	;		
1hv9_B	264-326;362-427	0.80575;0.80575	TP	
1hw6_A	No repeats found			
1hxn_A	7-65;105-160	;		
1hzu_A	151-185;338-372	0.60956;0.60956	TP	
1hzv_A	133-221;277-365	0.65118;0.65118	TP	
1i2m_B	6-171;236-398	0.75852;0.75852	TP	
1i3q_H	No repeats found			
1i4n_A	No repeats found			
1i4n_B	No repeats found			
1i7w_A	2-157;334-515	;		
1i7w_C	2-157;334-515	;		
1i7x_A	2-157;334-515	;		
1i7x_C	2-157;334-515	;		
1ia5_A	No repeats found			
1ial_A	69-249;243-423	0.83107;0.83107	TP	
1ib2_A	21-113;237-336	;		
1ib4_A	No repeats found			
1ib4_B	No repeats found			
1ibr_B	107-194;346-428	0.66396;0.66396	TP	
1ibr_D	107-194;346-428	0.65993;0.65993	TP	
1idj_A	No repeats found			
1idk_A	No repeats found			
1ihb_A	9-62;74-128	0.73844;0.73844	TP	
1ihb_B	9-62;74-128	0.78812;0.78812	TP	
1ijq_A	11-141;136-271	;		
1ijq_B	11-149;144-279	;		
1ikn_D	7-84;116-190	;		
1ing_B	No repeats found			
1inh_A	No repeats found			
1inv_A	54-163;276-379	0.36582;0.36582		
1inx_A	No repeats found			
1io0_A	No repeats found			
1iq1_C	9-148;226-364	0.80198;0.80198	TP	
1iub_A	4-164;159-309	0.81377;0.81377	TP	
1iuc_A	4-164;159-309	0.81098;0.81098	TP	
1ivc_A	No repeats found			
1ivd_A	No repeats found			
1ivg_A	No repeats found			
1ivg_B	No repeats found			
1ixo_B	No repeats found			
1ixv_A	1-65;139-202	0.78488;0.78488	TP	
1j2e_B	No repeats found			
1j2w_A	No repeats found			
1j2w_B	No repeats found			
1j2w_C	No repeats found			
1j2w_D	No repeats found			
1j2z_A	6-61;103-158	0.88444;0.88444	TP	
1j4s_D	No repeats found			
1j4t_A	No repeats found			
1j4t_B	No repeats found			
1j4t_C	No repeats found			
1j4t_D	No repeats found			
1j4t_F	No repeats found			
1j4t_G	No repeats found			
1j4t_H	No repeats found			
1j4u_B	No repeats found			
1j4u_C	No repeats found			
1j4u_D	No repeats found			
1j6o_A	6-78;73-143	0.45363;0.45363		
1jcj_A	No repeats found			
1jcm_P	61-94;109-148	0.40319;0.40319		
1jcq_A	114-186;257-322	0.80260;0.80260	TP	
1jcr_A	106-177;209-285	0.81705;0.81705	TP	
1jcs_A	106-177;209-285	0.81254;0.81254	TP	
1jdh_A	1-156;333-514	;		
1jjj_A	No repeats found			
1jju_B	117-139;303-325	0.54722;0.54722	TP	
1jjx_A				41-50;83-92
1jl5_A	76-220;282-421	;		
1jof_A	14-86;121-196	0.72935;0.72935	TP	
1jof_B	14-86;121-196	0.72920;0.72920	TP	
1jof_C	14-86;121-196	0.72852;0.72852	TP	
1jof_D	14-86;121-196	0.72939;0.72939	TP	
1jof_E	14-86;121-196	0.72960;0.72960	TP	
1jof_F	14-86;121-196	0.72884;0.72884	TP	
1jof_G	14-86;121-196	0.73061;0.73061	TP	
1jof_H	14-86;121-196	0.73020;0.73020	TP	
1jpp_B	2-157;334-515	;		
1jpw_A	5-160;337-518	;		
1jpw_B	5-160;337-518	;		
1jpw_C	5-160;337-518	;		
1jrg_A	No repeats found			
1jrg_B	No repeats found			
1jtd_B	1-120;158-272	0.88064;0.88064	TP	
1k1a_A	6-107;113-211	;		
1k1b_A	6-107;113-211	;		
1k28_A	69-121;514-565	;		
1k3z_D	8-110;157-257	0.78419;0.78419	TP	
1k5c_A	No repeats found			
1k5d_C	80-149;201-271	0.77564;0.77564	TP	
1k5d_F	80-149;201-271	0.77548;0.77548	TP	
1k5d_I	80-149;201-271	0.77504;0.77504	TP	
1k5d_L	80-149;201-271	0.77492;0.77492	TP	
1k5g_C	80-149;201-271	0.77508;0.77508	TP	
1k5g_F	80-149;201-271	0.77517;0.77517	TP	
1k5g_I	80-149;201-271	0.77504;0.77504	TP	
1k5g_L	80-149;201-271	0.77486;0.77486	TP	
1k7u_A	1-82;87-168	0.87419;0.87419	TP	
1k8f_B	No repeats found			
1k8k_C	13-80;101-170	0.83609;0.83609	TP	
1kap_P	No repeats found			
1kgt_A	108-152;175-214	0.76240;0.76240	TP	
1kly_A	No repeats found			
1klz_A	No repeats found			
1km0_A	No repeats found			
1km0_B	No repeats found			
1km0_C	No repeats found			
1km1_B	No repeats found			
1km3_A	No repeats found			
1km4_A	No repeats found			
1km5_A	No repeats found			
1kmo_A	296-380;540-622	0.53024;0.53024	TP	
1kmp_A	296-380;540-622	0.48356;0.48356		
1knl_A	7-47;90-130	0.87098;0.87098	TP	
1knm_A	7-47;90-130	0.89591;0.89591	TP	
1koh_D	No repeats found			
1koo_A	No repeats found			
1koo_B	No repeats found			
1koo_C	No repeats found			
1koo_D	No repeats found			
1krr_A	70-130;132-194	0.50452;0.50452	TP	
1krr_C	70-130;132-194	0.49918;0.49918		
1krv_B	70-130;132-194	0.50178;0.50178	TP	
1krv_C	70-130;132-194	0.50236;0.50236	TP	
1ktw_A	No repeats found			
1ktw_B	No repeats found			
1kv8_A	No repeats found			
1kv8_B	No repeats found			
1kw1_A	No repeats found			
1kw1_B	No repeats found			
1kzo_A	106-177;209-285	0.81239;0.81239	TP	
1kzp_A	106-177;209-285	0.81739;0.81739	TP	
1l0s_A	No repeats found			
1l0s_C	No repeats found			
1l0s_D	No repeats found			
1l2u_A	2-57;129-184	0.36990;0.36990		
1l3w_A	3-138;335-467	0.71852;0.71852	TP	
1l6w_F	No repeats found			
1lbm_A	38-67;160-189	0.31834;0.31834		
1ld7_A	114-186;257-322	0.80618;0.80618	TP	
1ld8_A	114-186;257-322	0.80561;0.80561	TP	
1ldk_A	No repeats found			
1lf8_A	No repeats found			
1lf8_B	No repeats found			
1lf8_C	No repeats found			
1lf8_D	No repeats found			
1lib_A	No repeats found			
1lol_A	No repeats found			
1loq_A	No repeats found			
1lor_A	No repeats found			
1los_D	No repeats found			
1lrt_C	No repeats found			
1lrv_A	49-146;145-241	0.86322;0.86322	TP	
1luj_A	3-141;341-499	;		
1lva_A	No repeats found			
1lwu_I	88-125;229-265	;		
1lwu_L	88-125;229-265	;		
1m0z_A	36-93;129-188	0.83639;0.83639	TP	
1m0z_B	36-93;129-188	0.81998;0.81998	TP	
1m10_B	36-93;129-188	0.81473;0.81473	TP	
1m1e_A	2-157;334-515	;		
1m1j_D	No repeats found			
1m8n_A	No repeats found			
1m8n_B	No repeats found			
1m8n_C	No repeats found			
1m8n_D	No repeats found			
1m8w_A	21-113;237-336	;		
1m8w_B	21-113;237-336	;		
1m8x_A	21-113;237-336	;		
1m8x_B	21-113;237-336	;		
1m8y_A	21-113;237-336	;		
1m8y_B	21-113;237-336	;		
1m8z_A	21-113;237-336	;		
1m9h_A	No repeats found			
1m9l_A	35-96;86-147	0.85024;0.85024	TP	
1m9s_A	27-116;115-204	0.53245;0.53245	TP	
1mco_H	91-205;300-415	0.63513;0.63513	TP	
1mda_H	3-101;186-281	;		
1mg2_A	No repeats found			
1mg2_E	No repeats found			
1mg2_I	No repeats found			
1mg2_M	No repeats found			
1mg3_A	No repeats found			
1mg3_E	No repeats found			
1mg3_I	No repeats found			
1mg3_M	No repeats found			
1mi4_A	14-142;160-289	0.48223;0.48223		
1mj0_A	21-99;87-165	0.97585;0.97585	TP	
1mpf_A	15-130;150-259	0.48515;0.48515		
1mr7_A	No repeats found			
1mx2_A	6-79;70-145	0.77332;0.77332	TP	
1mx2_B	6-79;70-145	0.77662;0.77662	TP	
1mx4_A	9-62;74-128	0.75358;0.75358	TP	
1mx4_B	9-62;74-128	0.78993;0.78993	TP	
1mx6_A	9-62;74-128	0.74216;0.74216	TP	
1mx6_B	9-62;74-128	0.78862;0.78862	TP	
1mxs_A	78-102;190-219	0.32944;0.32944		
1myo_A	6-34;72-98	0.96310;0.96310	TP	
1mzc_A	114-186;257-322	0.80984;0.80984	TP	
1mzh_A	132-156;185-208	0.31825;0.31825		
1mzh_B	132-156;185-208	;		
1mzr_B				3-9;4-10
1n11_A	4-198;202-396	;		
1n4i_A	No repeats found			
1n4p_A	106-177;209-285	0.84686;0.84686	TP	
1n4p_C	106-177;209-285	0.84718;0.84718	TP	
1n4p_E	106-177;209-285	0.84731;0.84731	TP	
1n4p_G	106-177;209-285	0.84656;0.84656	TP	
1n4p_I	106-177;209-285	0.84668;0.84668	TP	
1n4p_K	106-177;209-285	0.84684;0.84684	TP	
1n4q_A	106-177;209-285	0.84636;0.84636	TP	
1n4q_C	106-177;209-285	0.84674;0.84674	TP	
1n4q_E	106-177;209-285	0.84628;0.84628	TP	
1n4q_G	106-177;209-285	0.84607;0.84607	TP	
1n4q_I	106-177;209-285	0.84602;0.84602	TP	
1n4q_K	106-177;209-285	0.84583;0.84583	TP	
1n4r_A	106-177;209-285	0.84611;0.84611	TP	
1n4r_C	106-177;209-285	0.84667;0.84667	TP	
1n4r_E	106-177;209-285	0.84647;0.84647	TP	
1n4r_G	106-177;209-285	0.84594;0.84594	TP	
1n4r_I	106-177;209-285	0.84586;0.84586	TP	
1n4r_K	106-177;209-285	0.84608;0.84608	TP	
1n4s_A	106-177;209-285	0.84514;0.84514	TP	
1n4s_C	106-177;209-285	0.84562;0.84562	TP	
1n4s_E	106-177;209-285	0.84555;0.84555	TP	
1n4s_G	106-177;209-285	0.84510;0.84510	TP	
1n4s_I	106-177;209-285	0.84522;0.84522	TP	
1n4s_K	106-177;209-285	0.84512;0.84512	TP	
1n7k_A	29-49;113-133	0.49545;0.47873		
1n7v_A	No repeats found			
1n94_A	52-123;155-231	;		
1n95_A	60-132;203-268	0.41733;0.41733		
1n9a_A	60-132;203-268	0.41766;0.41766		
1na0_A	3-57;72-125	0.95495;0.95495	TP	
1na0_B	3-57;72-125	0.95995;0.95995	TP	
1naw_A	2-205;211-413	0.79430;0.79430	TP	
1naw_B	2-205;211-413	0.79524;0.79524	TP	
1nfi_E	4-81;113-187	;		
1nfi_F	4-81;113-187	;		
1nhc_A	No repeats found			
1nhc_B	No repeats found			
1nhc_D	No repeats found			
1nhc_E	No repeats found			
1nhc_F	No repeats found			
1ni1_A	60-132;203-268	0.42565;0.42565		
1nl4_A	60-132;203-268	0.42042;0.42042		
1npe_A	11-103;147-231	;		
1npe_B	No repeats found			
1nqe_A	No repeats found			
1nqf_A	No repeats found			
1nqg_A	No repeats found			
1nsd_A	No repeats found			
1nsj_A	38-67;160-189	0.31849;0.39064		
1nu6_A	No repeats found			
1nu6_B	No repeats found			
1nvm_A	No repeats found			
1nzn_A	No repeats found			
1o1r_A	117-189;260-325	0.79201;0.79201	TP	
1o1s_A	117-189;260-325	0.78612;0.78612	TP	
1o1t_A	117-189;260-325	0.79118;0.79118	TP	
1o5m_A	114-186;257-322	0.80749;0.80749	TP	
1o6o_C	107-194;346-428	0.67466;0.67466	TP	
1o6s_A	2-173;216-392	0.74779;0.74779	TP	
1o6t_A	2-173;216-392	0.74286;0.74286	TP	
1o6v_A	2-173;216-392	0.73692;0.73692	TP	
1o6v_B	2-173;216-392	0.74922;0.74922	TP	
1o88_A	82-113;252-283	0.43936;0.43936		
1o8g_A	82-113;252-283	0.44158;0.44158		
1o8j_A	82-113;252-283	0.44148;0.44148		
1o8k_A	82-113;252-283	0.44036;0.44036		
1ocx_A	123-155;141-171	0.67936;0.67936	TP	
1ofe_B	No repeats found			
1ofl_A	3-53;402-447	;		
1ofm_A	3-53;402-447	;		
1ofz_A	4-164;159-309	0.81320;0.81320	TP	
1ofz_B	4-164;159-309	0.81340;0.81340	TP	
1ogm_X	No repeats found			
1ogo_X	No repeats found			
1ogq_A	102-142;245-285	0.81686;0.81686	TP	
1ojv_A	2-101;129-225	0.48869;0.48869		
1ojv_B	2-101;129-225	0.47482;0.47482		
1ojw_A	2-101;129-225	0.47705;0.47705		
1ojw_B	2-101;129-225	0.46527;0.46527		
1ojx_E	43-149;161-253	0.60430;0.60430	TP	
1ojy_A	2-101;129-225	0.47717;0.47717		
1ojy_B	2-101;129-225	0.47626;0.47626		
1ojy_C	2-101;129-225	0.47423;0.47423		
1ojy_D	2-101;129-225	0.46820;0.46820		
1ok1_A	2-101;129-225	0.48558;0.48558		
1ok1_B	2-101;129-225	0.47573;0.47573		
1ok2_A	2-101;129-225	0.48479;0.48479		
1ok2_B	2-101;129-225	0.47325;0.47325		
1ok3_A	2-101;129-225	0.48755;0.48755		
1ok3_B	2-101;129-225	0.47582;0.47582		
1ok6_C	45-155;163-259	0.60962;0.60962	TP	
1ok6_E	45-155;163-259	0.61035;0.61035	TP	
1ok6_G	45-155;163-259	0.60814;0.60814	TP	
1ok9_A	2-101;129-225	0.49049;0.49049		
1ok9_B	2-101;129-225	0.47116;0.47116		
1omw_B	48-170;219-340	0.87316;0.87316	TP	
1ooc_A	No repeats found			
1ooc_B	No repeats found			
1ook_G	36-93;129-188	0.83155;0.83155	TP	
1osp_O	No repeats found			
1ot8_A	32-108;133-208	0.79897;0.79897	TP	
1ot8_B	32-108;133-208	0.78739;0.78739	TP	
1ot8_C	32-108;133-208	0.92496;0.92496	TP	
1otm_A	48-137;136-225	0.71672;0.71672	TP	
1otn_A	48-137;136-225	0.71518;0.71518	TP	
1oto_A	48-137;136-225	0.71207;0.71207	TP	
1ouv_A	20-113;164-257	0.91967;0.91966	TP	
1oy3_D	8-110;157-257	0.78012;0.78012	TP	
1oyz_A	139-169;203-233	0.56796;0.56796	TP	
1ozn_A	36-113;157-233	0.87277;0.87277	TP	
1p53_A	44-67;73-96	;		
1p53_B	44-67;73-96	;		
1p5q_A	No repeats found			
1p88_A	No repeats found			
1p89_A	No repeats found			
1p8t_A	35-112;156-232	0.85419;0.85419	TP	
1p8v_A	36-93;129-188	0.82769;0.82769	TP	
1p9a_G	36-93;129-188	0.79674;0.79674	TP	
1p9h_A	5-66;96-157	;		
1pby_A	No repeats found			
1pby_B	117-139;303-325	0.53976;0.53976	TP	
1pe9_A	No repeats found			
1pgv_A	No repeats found			
1pjm_B	9-148;226-364	0.79250;0.79250	TP	
1pjn_B	9-148;226-364	0.80306;0.80306	TP	
1pnz_A				1-9;2-10
1po0_A				1-9;2-10
1pxz_A	12-37;160-184	;		
1q1s_C	15-154;232-370	0.75930;0.75930	TP	
1q1t_C	15-154;232-370	0.80314;0.80314	TP	
1q36_A	14-142;160-289	0.48022;0.48022		
1q3g_A	2-204;210-412	0.78846;0.78846	TP	
1q3g_B	2-205;211-413	0.78941;0.78941	TP	
1q3g_C	2-205;211-413	0.78917;0.78917	TP	
1q3g_D	2-205;211-413	0.78994;0.78994	TP	
1q3g_E	2-204;210-412	0.78840;0.78840	TP	
1q3g_F	2-205;211-413	0.78901;0.78901	TP	
1q3g_G	2-205;211-413	0.78929;0.78929	TP	
1q3g_H	2-204;210-412	0.78982;0.78982	TP	
1q3g_I	2-204;210-412	0.78993;0.78993	TP	
1q3g_J	2-205;211-413	0.79005;0.79005	TP	
1q3g_K	2-205;211-413	0.78937;0.78937	TP	
1q3g_L	2-205;211-413	0.78530;0.78530	TP	
1q3g_W	2-204;210-412	0.78932;0.78932	TP	
1q3g_X	2-205;211-413	0.78961;0.78961	TP	
1q3g_Y	2-205;211-413	0.79010;0.79010	TP	
1q3g_Z	2-205;211-413	0.78922;0.78922	TP	
1q55_A	3-138;335-467	0.71852;0.71852	TP	
1q55_B	3-138;335-467	0.71852;0.71852	TP	
1q55_C	3-138;335-467	0.71852;0.71852	TP	
1q55_D	3-138;335-467	0.71852;0.71852	TP	
1q5a_A	3-138;335-467	0.71852;0.71852	TP	
1q5b_A	3-138;335-467	0.71852;0.71852	TP	
1q5b_C	3-138;335-467	0.71851;0.71851	TP	
1q5c_A	3-138;335-467	0.71852;0.71852	TP	
1q5c_C	3-138;335-467	0.71852;0.71852	TP	
1q6l_A	No repeats found			
1q6l_B	No repeats found			
1q6o_A	No repeats found			
1q6o_B	No repeats found			
1q6q_A	No repeats found			
1q6q_B	No repeats found			
1q6r_A	No repeats found			
1q7f_A	32-147;166-276	;		
1q7f_B	32-147;166-276	;		
1qa1_A	No repeats found			
1qa2_A	No repeats found			
1qbk_B	230-305;374-444	0.54053;0.54053	TP	
1qbq_A	70-142;213-278	0.43499;0.43499		
1qcx_A	No repeats found			
1qfg_A	89-151;339-402	;		
1qgk_A	107-194;346-428	0.64003;0.64003	TP	
1qgr_A	107-194;346-428	0.64914;0.64914	TP	
1qhz_A	80-124;208-254	0.48800;0.48800		
1qi0_A	80-124;208-254	0.48633;0.48633		
1qi2_A	80-124;208-254	0.49410;0.49410		
1qiu_A	1-29;39-68	;		
1qiu_B	1-29;39-68	;		
1qiu_C	1-29;39-68	;		
1qiu_D	1-29;39-68	;		
1qiu_E	1-29;39-68	;		
1qiu_F	1-29;39-68	;		
1qjv_A	No repeats found			
1qks_A	169-234;312-378	0.75168;0.75168	TP	
1qks_B	169-234;312-378	0.74976;0.74976	TP	
1qni_A	70-100;369-397	0.52810;0.52810	TP	
1qni_E	70-100;369-397	0.53141;0.53141	TP	
1qni_F	70-100;369-397	0.52825;0.52825	TP	
1qo2_A	29-120;143-235	0.65782;0.65782	TP	
1qq1_A	No repeats found			
1qqe_A	28-95;129-194	0.76059;0.76059	TP	
1qrb_A	No repeats found			
1qre_A	No repeats found			
1qrl_A	No repeats found			
1qrm_A	No repeats found			
1qub_A	4-53;186-235	0.69528;0.69528	TP	
1qwg_A	No repeats found			
1qym_A	13-114;112-213	0.91515;0.91515	TP	
1qyy_A	36-93;129-188	0.79826;0.79826	TP	
1qyy_G	36-93;129-188	0.80568;0.80568	TP	
1qz7_A	3-158;335-516	;		
1r5m_A	111-206;250-342	0.61799;0.61799	TP	
1r9n_D	No repeats found			
1rd5_A	No repeats found			
1rf4_A	No repeats found			
1rf4_B	No repeats found			
1rf4_C	No repeats found			
1rf4_D	No repeats found			
1rf5_A	No repeats found			
1rf5_B	No repeats found			
1rf5_C	No repeats found			
1rf5_D	No repeats found			
