1gh7_A	No repeats found			
1gh7_B	No repeats found			
1go8_P	134-170;183-198;199-244;245-272;273-293;294-332;47-63;342-359;360-377;378-402;403-429;430-445;446-461;462-479;64-133	0.21708;0.51160;0.26640;0.51160;0.22720;0.35325;0.49233;0.57760;0.57760;0.56636;0.35325;0.33111;0.33111;0.22149;		34-46;20-33
1got_B	No repeats found			
1gp2_B	132-178;179-214;215-256;257-300;50-85;86-131	0.84342;0.89042;0.89042;0.81368;0.86801;0.70620	TP	
1gq1_A	No repeats found			
1gq8_A	No repeats found			
1gvm_A	No repeats found			
1gvm_B	293-318;207-226;227-248;249-268;269-292	0.39783;0.43666;0.36523;0.38546;0.43666		
1gvm_C	No repeats found			
1gvm_D	No repeats found			
1gvm_E	No repeats found			
1gvm_F	No repeats found			
1gwb_A	No repeats found			
1gwb_B	No repeats found			
1gxr_A	550-575;576-593;594-616;617-635;636-658;659-676;677-699;718-740;741-757;486-502;503-528;529-549	0.55259;0.63478;0.56603;0.61246;0.57310;0.57677;0.46505;0.57310;0.60983;0.63286;0.51600;0.63478	TP	
1gxr_B	No repeats found			
1gye_B	No repeats found			
1gyh_B	No repeats found			
1gyh_D	No repeats found			
1gyh_F	No repeats found			
1gzj_A	No repeats found			
1gzj_B	No repeats found			
1h11_A	133-169;185-224;225-258;259-303;44-85;86-132	0.47693;0.48611;0.53533;0.45120;0.42207;0.53533		
1h1n_A	No repeats found			
1h1n_B	No repeats found			
1h1y_B	No repeats found			
1h1z_B	No repeats found			
1h2j_A	No repeats found			
1h2x_A	No repeats found			
1h2z_A	No repeats found			
1h4i_A	No repeats found			
1h4i_C	No repeats found			
1h4j_C	No repeats found			
1h4j_E	No repeats found			
1h4j_G	No repeats found			
1h5v_A	133-169;170-196;197-223;224-258;266-304;31-57;4-30;58-97;98-132	0.49384;0.30959;0.51588;0.57542;0.43440;0.41398;0.19848;0.57542;0.48612		
1h6l_A	No repeats found			
1h6t_A	168-189;190-211;212-233;102-123;124-145	0.74581;0.74581;0.71247;0.65054;0.65054	TP	
1h6u_A	146-167;168-189;190-211;212-233;234-255;80-101;102-123;124-145	0.75328;0.75328;0.71544;0.71544;0.63206;0.45792;0.63303;0.65558	TP	
1h80_B	143-167;168-203;204-226;227-261;50-87;262-287;288-377;378-447;448-468;469-486;88-105;106-142	0.31705;0.48071;0.41629;0.49397;0.29944;0.49009;0.49397;;0.34910;;0.31717;0.34292		37-49;30-36
1h88_C	No repeats found			
1h8g_A	No repeats found			
1h8g_B	No repeats found			
1h9x_B	No repeats found			
1h9y_A	No repeats found			
1hak_A	No repeats found			
1hcm_B	No repeats found			
1hcx_A	No repeats found			
1hcx_B	No repeats found			
1hf2_B	No repeats found			
1hg8_A	No repeats found			
1hj3_A	No repeats found			
1hj5_A	No repeats found			
1hm0_B	No repeats found			
1hm8_A	No repeats found			
1hm8_B	No repeats found			
1hm9_A	No repeats found			
1hm9_B	No repeats found			
1hmr_A	No repeats found			
1ho8_A	106-145;146-197;14-49;198-257;258-299;300-348;349-377;378-432;433-474;50-105	0.57912;0.61449;0.50454;0.68917;0.71621;0.64187;0.37109;0.63408;0.63332;0.71621	TP	
1hs6_A	No repeats found			
1hu3_A	905-940;941-984;784-821;750-783;833-904	0.52069;0.57764;0.58304;0.58304;0.57764	TP	
1hv9_B	No repeats found			
1hw6_A	No repeats found			
1hxn_A	No repeats found			
1hzu_A	No repeats found			
1hzv_A	No repeats found			
1i2m_B	No repeats found			
1i3q_H	No repeats found			
1i4n_A	No repeats found			
1i4n_B	No repeats found			
1i7w_A	No repeats found			
1i7w_C	No repeats found			
1i7x_A	No repeats found			
1i7x_C	No repeats found			
1ia5_A	No repeats found			
1ial_A	No repeats found			
1ib2_A	No repeats found			
1ib4_A	104-126;12-35;127-147;158-179;180-201;202-229;230-258;259-299;300-323;36-60;61-91	0.44194;0.30435;0.47631;0.58412;0.58412;0.54518;0.55156;0.55156;0.39032;0.39689;0.41635		324-336
1ib4_B	105-126;12-35;127-150;158-178;179-200;201-229;230-258;259-278;279-299;300-323;36-59;60-90	0.47121;0.27169;0.55102;0.59613;0.59613;0.56967;0.56967;0.21151;0.36409;0.35128;0.38656;0.38200		324-336
1ibr_B	No repeats found			
1ibr_D	No repeats found			
1idj_A	No repeats found			
1idk_A	No repeats found			
1ihb_A	No repeats found			
1ihb_B	31-62;63-96;97-130	0.76032;0.76032;0.71376	TP	
1ijq_A	No repeats found			
1ijq_B	No repeats found			
1ikn_D	176-208;209-242;243-273;104-133;134-175	0.86037;0.86037;0.63577;0.75151;0.75051	TP	
1ing_B	No repeats found			
1inh_A	No repeats found			
1inv_A	No repeats found			
1inx_A	No repeats found			
1io0_A	259-286;287-316;317-343;202-230;231-258	0.68996;0.56071;0.49241;0.64324;0.68996	TP	
1iq1_C	245-282;283-324;325-366;367-409;410-451;109-151;152-193	0.76276;0.84717;0.83391;0.80060;0.78905;0.85875;0.85875	TP	
1iub_A	No repeats found			
1iuc_A	No repeats found			
1ivc_A	No repeats found			
1ivd_A	No repeats found			
1ivg_A	No repeats found			
1ivg_B	No repeats found			
1ixo_B	No repeats found			
1ixv_A	No repeats found			
1j2e_B	No repeats found			
1j2w_A	120-146;147-177;178-199;35-55;56-84;7-34;85-119	0.68140;0.55155;0.48282;0.42270;0.68140;0.55155;0.59868	TP	
1j2w_B	120-146;147-177;178-200;35-55;56-84;7-34;85-119	0.66517;0.54533;0.49226;0.42319;0.66517;0.54533;0.59822	TP	
1j2w_C	No repeats found			
1j2w_D	120-146;147-177;178-200;35-55;56-84;7-34;85-119	0.66823;0.53896;0.50483;0.43990;0.66823;0.53896;0.60718	TP	
1j2z_A	No repeats found			
1j4s_D	No repeats found			
1j4t_A	No repeats found			
1j4t_B	No repeats found			
1j4t_C	No repeats found			
1j4t_D	No repeats found			
1j4t_F	No repeats found			
1j4t_G	No repeats found			
1j4t_H	No repeats found			
1j4u_B	No repeats found			
1j4u_C	No repeats found			
1j4u_D	No repeats found			
1j6o_A	No repeats found			
1jcj_A	No repeats found			
1jcm_P	111-132;133-159;160-179;180-210;211-231;232-255;3-20;51-82;83-110	0.44042;0.49115;0.45061;0.43137;0.39064;0.37808;0.49115;0.35003;0.41953		
1jcq_A	No repeats found			
1jcr_A	111-144;145-182;213-250;251-289	0.81714;0.80553;0.81714;0.73735	TP	
1jcs_A	111-144;145-182;213-250;251-289	0.81861;0.80557;0.81861;0.73384	TP	
1jdh_A	No repeats found			
1jjj_A	No repeats found			
1jju_B	No repeats found			
1jjx_A	No repeats found			
1jl5_A	No repeats found			
1jof_A	No repeats found			
1jof_B	No repeats found			
1jof_C	No repeats found			
1jof_D	No repeats found			
1jof_E	No repeats found			
1jof_F	No repeats found			
1jof_G	No repeats found			
1jof_H	No repeats found			
1jpp_B	No repeats found			
1jpw_A	No repeats found			
1jpw_B	No repeats found			
1jpw_C	No repeats found			
1jrg_A	No repeats found			
1jrg_B	115-152;153-194;195-226;2-55;227-248;249-278;279-307;308-328;340-359;56-89;98-114	0.50722;0.50722;0.42919;0.24506;0.51844;0.51844;0.50508;0.28316;0.18551;0.35900;0.14248		
1jtd_B	No repeats found			
1k1a_A	226-259;260-293;294-326;156-189;190-225	0.89574;0.89335;0.82297;0.89574;0.75357	TP	
1k1b_A	No repeats found			
1k28_A	130-152;205-223;224-258;259-290;291-320	0.37372;0.39343;0.44740;0.44740;0.41550		
1k3z_D	199-235;236-269;270-302;52-89;90-122;123-150	0.83805;0.89062;0.77168;0.75380;0.89062;0.77537	TP	
1k5c_A	101-121;122-140;155-175;176-196;197-224;225-255;256-295;296-319;32-60;61-79;8-31	0.36498;0.39987;0.52014;0.57893;0.65374;0.65374;0.55170;0.36317;0.32998;0.29357;0.30148		320-334
1k5d_C	No repeats found			
1k5d_F	No repeats found			
1k5d_I	No repeats found			
1k5d_L	No repeats found			
1k5g_C	No repeats found			
1k5g_F	No repeats found			
1k5g_I	No repeats found			
1k5g_L	No repeats found			
1k7u_A	No repeats found			
1k8f_B	437-460;337-358;359-377;378-396;397-415;416-436	;0.35804;0.35804;0.36801;0.36801;0.31327		461-473;324-336
1k8k_C	No repeats found			
1kap_P	133-161;162-222;233-281;282-320;330-347;348-365;366-390;391-457;61-122	0.28235;0.34784;0.34784;0.45557;0.59637;0.59637;0.54970;0.45557;0.37723		
1kgt_A	109-125;126-143;144-161;162-187;188-204;205-235;39-108;6-38	0.62345;0.68594;0.68594;0.66175;0.66175;0.43048;;0.26722	TP	
1kly_A	No repeats found			
1klz_A	No repeats found			
1km0_A	No repeats found			
1km0_B	No repeats found			
1km0_C	No repeats found			
1km1_B	No repeats found			
1km3_A	135-151;152-172;17-35;173-198;36-68;69-88;89-114	0.59655;0.59655;0.46547;0.34633;0.39864;0.51730;0.50662	TP	208-222
1km4_A	135-151;152-172;17-35;173-198;36-68;69-88;89-114	0.60573;0.60573;0.45892;0.35091;0.40611;0.52644;0.50590	TP	208-222
1km5_A	No repeats found			
1kmo_A	No repeats found			
1kmp_A	No repeats found			
1knl_A	No repeats found			
1knm_A	No repeats found			
1koh_D	202-225;226-268;269-294;295-318;319-349	0.31506;0.46458;0.46458;0.44734;0.42537		
1koo_A	226-268;269-294;295-318	0.39438;0.45748;0.45748		
1koo_B	226-268;269-294;295-318;319-349	0.40171;0.45279;0.45279;0.39694		
1koo_C	226-268;269-294;295-318;319-349	0.44015;0.44015;0.42510;0.42510		
1koo_D	226-268;269-294;295-318;319-349	0.47973;0.47973;0.39829;0.39829		
1krr_A	No repeats found			
1krr_C	No repeats found			
1krv_B	No repeats found			
1krv_C	No repeats found			
1ktw_A	No repeats found			
1ktw_B	No repeats found			
1kv8_A	No repeats found			
1kv8_B	No repeats found			
1kw1_A	No repeats found			
1kw1_B	No repeats found			
1kzo_A	111-144;145-182;213-250;251-289	0.82134;0.80571;0.82134;0.73441	TP	
1kzp_A	111-144;145-182;213-250;251-289	0.81544;0.80670;0.81544;0.73746	TP	
1l0s_A	No repeats found			
1l0s_C	3-19;44-59;60-86	0.48095;0.48095;0.43686		20-34
1l0s_D	3-19;50-66;67-89	0.33540;0.33078;		20-34;35-49
1l2u_A	No repeats found			
1l3w_A	No repeats found			
1l6w_F	No repeats found			
1lbm_A	No repeats found			
1ld7_A	No repeats found			
1ld8_A	No repeats found			
1ldk_A	No repeats found			
1lf8_A	No repeats found			
1lf8_B	36-80;3-35;81-129	0.61962;0.50000;0.61962	TP	
1lf8_C	No repeats found			
1lf8_D	36-80;3-35;81-129	0.62060;0.48935;0.62060	TP	
1lib_A	No repeats found			
1lol_A	No repeats found			
1loq_A	No repeats found			
1lor_A	No repeats found			
1los_D	3139-3155;3156-3176;3021-3039;3188-3221;3040-3072;3073-3092;3093-3118	0.57334;0.57334;0.47911;0.43521;0.37762;0.51489;0.55674	TP	
1lrt_C	No repeats found			
1lrv_A	No repeats found			
1luj_A	No repeats found			
1lva_A	No repeats found			
1lwu_I	No repeats found			
1lwu_L	No repeats found			
1m0z_A	104-127;128-151;14-34;152-175;176-198;199-226;35-58;59-80;81-103	0.70308;0.70308;0.39134;0.64548;0.64913;0.31546;0.57642;0.56548;0.57643	TP	250-264
1m0z_B	104-127;128-151;152-175;176-198;59-80;81-103	0.67281;0.67281;0.66279;0.61004;0.51382;0.57067	TP	
1m10_B	No repeats found			
1m1e_A	No repeats found			
1m1j_D	No repeats found			
1m8n_A	24-40;41-64;65-80	0.53115;0.70099;0.70099	TP	
1m8n_B	4-24;40-70;71-90;91-117	0.56303;0.65612;0.65612;0.37038	TP	25-39
1m8n_C	4-24;40-70;71-90;91-117	0.56438;0.64468;0.64468;0.37502	TP	25-39
1m8n_D	No repeats found			
1m8w_A	931-966;967-1003;1004-1038;1039-1074;1075-1117;1118-1152;859-894;895-930	0.86405;0.76515;0.77964;0.88666;0.82810;0.82810;0.85165;0.88666	TP	
1m8w_B	931-966;967-1003;1004-1038;1039-1074;1075-1117;1118-1153;860-895;896-930	0.81683;0.76316;0.80193;0.88591;0.77835;0.77835;0.82916;0.88591	TP	
1m8x_A	928-960;961-999;1000-1035;1036-1071;1072-1102;1115-1147;856-891;892-927	0.82475;0.78849;0.79359;0.89153;0.84619;0.84619;0.81033;0.89153	TP	
1m8x_B	No repeats found			
1m8y_A	No repeats found			
1m8y_B	No repeats found			
1m8z_A	No repeats found			
1m9h_A	No repeats found			
1m9l_A	No repeats found			
1m9s_A	146-167;168-189;190-211;212-233;102-123;124-145	0.63303;0.69563;0.69563;0.69304;0.72223;0.72222	TP	
1mco_H	No repeats found			
1mda_H	No repeats found			
1mg2_A	No repeats found			
1mg2_E	No repeats found			
1mg2_I	No repeats found			
1mg2_M	No repeats found			
1mg3_A	No repeats found			
1mg3_E	No repeats found			
1mg3_I	No repeats found			
1mg3_M	No repeats found			
1mi4_A	No repeats found			
1mj0_A	No repeats found			
1mpf_A	No repeats found			
1mr7_A	No repeats found			
1mx2_A	No repeats found			
1mx2_B	31-62;63-96;97-130	0.74584;0.74584;0.71088	TP	
1mx4_A	No repeats found			
1mx4_B	31-62;63-96;97-130	0.76289;0.76289;0.71925	TP	
1mx6_A	No repeats found			
1mx6_B	31-62;63-96;97-130	0.75537;0.75537;0.71502	TP	
1mxs_A	No repeats found			
1myo_A	No repeats found			
1mzc_A	111-144;145-182;213-250;251-289;290-322;323-367	0.82152;0.80627;0.82152;0.72641;0.69679;0.71353	TP	
1mzh_A	No repeats found			
1mzh_B	No repeats found			
1mzr_B	No repeats found			
1n11_A	No repeats found			
1n4i_A	10-25;56-72;73-89	0.95075;0.95075;0.92223	TP	26-40;41-55
1n4p_A	No repeats found			
1n4p_C	No repeats found			
1n4p_E	No repeats found			
1n4p_G	No repeats found			
1n4p_I	No repeats found			
1n4p_K	No repeats found			
1n4q_A	No repeats found			
1n4q_C	No repeats found			
1n4q_E	No repeats found			
1n4q_G	No repeats found			
1n4q_I	No repeats found			
1n4q_K	No repeats found			
1n4r_A	No repeats found			
1n4r_C	No repeats found			
1n4r_E	No repeats found			
1n4r_G	No repeats found			
1n4r_I	No repeats found			
1n4r_K	No repeats found			
1n4s_A	No repeats found			
1n4s_C	No repeats found			
1n4s_E	No repeats found			
1n4s_G	No repeats found			
1n4s_I	No repeats found			
1n4s_K	No repeats found			
1n7k_A	No repeats found			
1n7v_A	No repeats found			
1n94_A	213-250;251-289;111-144;145-182	0.80567;0.70703;0.80567;0.74544	TP	
1n95_A	213-250;251-289;111-144;145-182	0.80401;0.74097;0.80401;0.79884	TP	
1n9a_A	213-250;251-289;111-144;145-182	0.80385;0.74094;0.80385;0.79855	TP	
1na0_A	No repeats found			
1na0_B	No repeats found			
1naw_A	No repeats found			
1naw_B	No repeats found			
1nfi_E	70-102;175-207;208-241;242-272;103-135;136-174	0.74198;0.85793;0.87534;0.67614;0.87534;0.78585	TP	
1nfi_F	175-207;208-241;103-135;136-174	0.85180;0.87632;0.87632;0.78452	TP	
1nhc_A	135-157;158-174;188-209;210-230;231-260;261-290;291-330;331-355	0.47564;0.47564;0.49544;0.50410;0.58070;0.57965;0.56991;0.46270		356-365
1nhc_B	135-157;43-66;158-187;188-209;210-230;231-260;261-290;291-330;331-355;95-119	0.48828;0.33704;0.48828;0.49199;0.50478;0.57528;0.57528;0.56686;0.45341;0.41568		356-365;120-134
1nhc_D	No repeats found			
1nhc_E	No repeats found			
1nhc_F	No repeats found			
1ni1_A	213-250;251-289;111-144;145-182	0.78280;0.69918;0.79168;0.79168	TP	
1nl4_A	213-250;251-289;111-144;145-182	0.80368;0.73787;0.80368;0.78931	TP	
1npe_A	No repeats found			
1npe_B	No repeats found			
1nqe_A	No repeats found			
1nqf_A	No repeats found			
1nqg_A	No repeats found			
1nsd_A	210-263;264-311;312-393;99-168;394-459;169-209	0.58431;0.51119;0.63682;0.54641;0.47860;0.63682	TP	
1nsj_A	No repeats found			
1nu6_A	No repeats found			
1nu6_B	No repeats found			
1nvm_A	No repeats found			
1nzn_A	No repeats found			
1o1r_A	No repeats found			
1o1s_A	111-144;145-182;213-250;251-289	0.80226;0.80226;0.79787;0.73792	TP	
1o1t_A	111-144;145-182;213-250;251-289	0.80204;0.80204;0.79724;0.73809	TP	
1o5m_A	No repeats found			
1o6o_C	No repeats found			
1o6s_A	No repeats found			
1o6t_A	261-282;283-304;305-326;327-348;349-370	0.84664;0.87895;0.87895;0.84664;0.64469	TP	
1o6v_A	No repeats found			
1o6v_B	No repeats found			
1o88_A	112-137;138-176;177-203;2-23;204-225;226-275;24-42;276-314;52-89;90-111	0.63712;0.63712;0.57183;0.19350;0.57183;0.53341;0.15940;0.33429;0.31277;0.39274		
1o8g_A	112-137;138-176;177-203;2-23;204-225;226-275;24-42;283-314;52-89;90-111	0.62667;0.62667;0.57345;0.19322;0.57345;0.53564;;0.25491;0.31381;0.39600		
1o8j_A	112-137;138-176;177-203;204-225;226-248;24-42;249-274;275-305;3-23;52-89;90-111	0.62505;0.62505;0.57545;0.57545;0.53662;0.15920;0.53347;0.31636;0.18912;0.31321;0.39798	TP	
1o8k_A	112-137;138-176;177-203;2-23;204-225;226-248;24-42;249-274;275-307;52-89;90-111	0.63351;0.63351;0.57474;0.18922;0.57474;0.54768;0.11468;0.54021;0.31367;0.30914;0.40502	TP	
1ocx_A	101-136;137-154;155-170;61-80;81-100	0.54929;0.52448;0.52448;0.35786;0.54929	TP	
1ofe_B	No repeats found			
1ofl_A	No repeats found			
1ofm_A	No repeats found			
1ofz_A	No repeats found			
1ofz_B	104-160;161-205;2-55;206-258;259-303;56-103	0.76985;0.83386;0.81484;0.71662;0.76985;0.83386	TP	
1ogm_X	No repeats found			
1ogo_X	No repeats found			
1ogq_A	103-126;127-150;151-175;176-198;199-222;246-269	0.64147;0.64147;0.66543;0.66543;0.54141;0.59870	TP	
1ojv_A	No repeats found			
1ojv_B	No repeats found			
1ojw_A	No repeats found			
1ojw_B	No repeats found			
1ojx_E	No repeats found			
1ojy_A	No repeats found			
1ojy_B	No repeats found			
1ojy_C	No repeats found			
1ojy_D	No repeats found			
1ok1_A	No repeats found			
1ok1_B	No repeats found			
1ok2_A	No repeats found			
1ok2_B	No repeats found			
1ok3_A	No repeats found			
1ok3_B	No repeats found			
1ok6_C	No repeats found			
1ok6_E	No repeats found			
1ok6_G	No repeats found			
1ok9_A	No repeats found			
1ok9_B	No repeats found			
1omw_B	No repeats found			
1ooc_A	No repeats found			
1ooc_B	No repeats found			
1ook_G	No repeats found			
1osp_O	No repeats found			
1ot8_A	110-143;144-176;177-208;209-237;36-76;77-109	0.88524;0.95318;0.95318;0.86622;0.76757;0.89853	TP	
1ot8_B	110-143;144-176;177-208;209-239;47-76;77-109	0.88018;0.94135;0.94135;0.85890;0.80549;0.90793	TP	
1ot8_C	110-143;144-176;177-208;209-238;47-76;77-109	0.87998;0.94548;0.94548;0.86545;0.82540;0.90489	TP	
1otm_A	124-145;168-189;190-211;212-233;102-123	0.70650;0.77174;0.77174;0.69124;0.75780	TP	
1otn_A	124-145;168-189;190-211;212-233;102-123	0.71523;0.75266;0.75266;0.73993;0.74870	TP	
1oto_A	124-145;168-189;190-211;212-233;102-123	0.72156;0.77217;0.77390;0.77390;0.75757	TP	
1ouv_A	152-187;188-223;224-258;44-78;259-290;79-115;116-151	0.91606;0.92122;0.94263;0.94263;0.81461;0.91849;0.77098	TP	
1oy3_D	No repeats found			
1oyz_A	119-155;159-187;188-219;220-251;23-46;252-278;47-81;82-118	0.67359;0.79931;0.82787;0.56969;0.79931;0.57573;0.82787;0.68911	TP	
1ozn_A	No repeats found			
1p53_A	No repeats found			
1p53_B	No repeats found			
1p5q_A	No repeats found			
1p88_A	161-187;40-87;188-232;88-113;114-140	0.87470;0.81985;0.83844;0.87470;0.83844	TP	
1p89_A	No repeats found			
1p8t_A	No repeats found			
1p8v_A	103-126;127-150;151-174;175-197;58-79;80-102	0.68814;0.68988;0.68988;0.59368;0.50185;0.60423	TP	
1p9a_G	104-127;128-151;152-175;176-198;35-58;81-103	0.66277;0.68611;0.68611;0.57499;0.51080;0.56222	TP	
1p9h_A	No repeats found			
1pby_A	No repeats found			
1pby_B	No repeats found			
1pe9_A	No repeats found			
1pgv_A	No repeats found			
1pjm_B	No repeats found			
1pjn_B	No repeats found			
1pnz_A	No repeats found			
1po0_A	No repeats found			
1pxz_A	160-182;183-213;214-236;237-259;260-294;295-312	0.53507;0.53507;0.45894;0.45446;0.40672;0.31432		
1q1s_C	No repeats found			
1q1t_C	No repeats found			
