1n2m	A	[ 2-15; 58-68 ] 
1nol	A	[ 2-140; 493-628 ] 
1nu9	C	[ 133-162; 166-193 ] 
1o70	A	[ 40-154; 185-307 ] 
1o9s	A	[ 16-38; 41-63 ] 
1ock	A	[ 154-173; 213-232; 233-252 ] 
1opm	A	[ 11-25; 28-43 ] 
1pg6	A	[ 27-82; 101-149; 168-222 ] 
1pgj	A	[ 92-121; 150-178 ] 
1ppr	M	[ 1-150; 164-312 ] 
1pv5	A	[ 38-94; 194-248 ] 
1pv6	A	[ 79-180; 181-294; 295-408 ] 
1qd1	B	[ 47-114; 122-188 ] 
1qhg	A	[ 124-142; 144-164 ] 
1qjs	A	[ 110-131; 161-185; 275-294; 375-397 ] 
1qme	A	[ 11-276; 313-493; 567-654 ] 
1qmh	A	[ 2-36; 271-303 ] 
1qs1	A	[ 65-254; 267-451 ] 
1qtq	A	[ 192-258; 312-374; 421-473 ] 
1qun	B	[ 21-49; 55-83 ] 
1r51	A	[ 160-185; 186-207; 208-230 ] 
1r56	E	[ 160-185; 186-207; 208-230 ] 
1rhz	A	[ 190-239; 241-291 ] 
1rl6	A	[ 15-37; 41-64 ] 
1rwt	J	[ 40-89; 156-204 ] 
1s3n	A	[ 5-37; 122-149 ] 
1skz	A	[ 17-40; 42-70 ] 
1sr9	B	[ 580-595; 599-614 ] 
1sum	B	[ 71-106; 173-202 ] 
1t0t	Y	[ 97-129; 132-165 ] 
1t3t	A	[ 910-1004; 1204-1296 ] 
1tbr	R	[ 3-12; 20-29 ] 
1tdj	A	[ 66-100; 105-139 ] 
1toc	R	[ 6-51; 66-114 ] 
1v9m	A	[ 13-89; 126-164; 166-223; 227-303 ] 
1vkw	A	[ 22-57; 127-166 ] 
1vl4	B	[ 336-359; 362-385; 388-412 ] 
1vlb	A	[ 145-195; 284-332; 377-423 ] 
1vmo	A	[ 15-63; 68-116; 121-161 ] 
2bmi	A	[ 32-90; 153-211 ] 
2bn2	A	[ 12-40; 60-84 ] 
2bs2	C	[ 125-150; 168-198; 216-249 ] 
2dri	A	[ 13-60; 64-111 ] 
2g3p	A	[ 76-104; 108-138 ] 
2gep	A	[ 260-274; 425-438 ] 
2psp	A	[ 3-49; 51-98 ] 
2up1	A	[ 7-87; 98-178 ] 
3ezm	A	[ 4-50; 54-101 ] 
3pep	A	[ 25-35; 69-79 ] 
4csm	A	[ 11-53; 66-106 ] 
7acn	A	[ 318-355; 381-415 ] 
8gep	A	[ 260-274; 425-438 ] 
