1lar	A	[ 3-279; 286-570 ] 
1li1	A	[ 6-114; 116-228 ] 
1m98	A	[ 22-89; 92-160 ] 
1m9n	A	[ 338-401; 555-607 ] 
1m9s	A	[ 42-119; 130-207 ] 
1moq	A	[ 48-201; 220-351 ] 
1msv	A	[ 10-161; 175-324 ] 
1n0f	A	[ 29-80; 100-152 ] 
1n52	A	[ 68-155; 351-423; 692-723 ] 
1n81	A	[ 12-89; 96-174 ] 
1nu9	C	[ 26-85; 180-228 ] 
1o70	A	[ 23-156; 171-309 ] 
1opm	A	[ 17-130; 158-252 ] 
1pg6	A	[ 32-101; 110-173; 173-224 ] 
1pgj	A	[ 163-296; 340-441 ] 
1ppr	M	[ 1-150; 164-312 ] 
1pv5	A	[ 62-117; 218-264 ] 
1pw4	A	[ 18-198; 254-425 ] 
1qjs	A	[ 50-229; 253-455 ] 
1qm4	A	[ 30-110; 153-246; 294-320 ] 
1qme	A	[ 596-632; 654-690 ] 
1qmh	A	[ 5-82; 88-173 ] 
1qqg	A	[ 12-87; 161-224 ] 
1qr0	A	[ 10-65; 116-160 ] 
1qs1	A	[ 71-264; 274-461 ] 
1qun	B	[ 34-135; 179-256 ] 
1r51	A	[ 5-137; 141-295 ] 
1rhz	A	[ 134-168; 312-342 ] 
1rl6	A	[ 14-81; 93-148 ] 
1rwt	A	[ 45-87; 161-202 ] 
1skz	A	[ 13-55; 67-110 ] 
1squ	A	[ 3-61; 90-152 ] 
1sr9	A	[ 149-238; 262-335 ] 
1sum	B	[ 12-69; 148-200 ] 
1t0t	V	[ 12-111; 140-239 ] 
1t3t	A	[ 244-631; 694-988 ] 
1tbr	R	[ 9-49; 62-102 ] 
1tdj	A	[ 339-409; 434-503 ] 
1toc	R	[ 18-52; 76-115 ] 
1v9m	A	[ 81-178; 189-275 ] 
1vjl	A	[ 13-55; 79-133 ] 
1vkw	A	[ 35-127; 142-215 ] 
1vl4	A	[ 16-98; 132-226 ] 
1vlb	A	[ 362-464; 634-718 ] 
1vly	A	[ 30-99; 118-178 ] 
1vmo	A	[ 6-58; 113-162 ] 
1wba	A	[ 3-63; 70-124 ] 
2bs2	C	[ 77-119; 207-253 ] 
2dri	A	[ 2-88; 124-214 ] 
2gep	A	[ 14-255; 290-459 ] 
2psp	A	[ 10-53; 59-102 ] 
2up1	A	[ 6-90; 97-181 ] 
3ezm	A	[ 3-50; 53-101 ] 
4pro	C	[ 22-71; 87-136 ] 
7acn	A	[ 64-192; 348-474 ] 
8gep	A	[ 8-242; 284-483 ] 
